当前时间:12:30:00    当前价格:7.080000 波动价格:0.0 初始波动:-0.72,比率0.0923%
当前时间:11:43:55    当前价格:7.220010 波动价格:0.0 初始波动:-0.12999,比率0.0177%
当前时间:11:43:58    当前价格:7.220010 波动价格:0.0 初始波动:-0.12999,比率0.0177%
当前时间:11:44:00    当前价格:7.220010 波动价格:0.0 初始波动:-0.12999,比率0.0177%
当前时间:11:44:02    当前价格:7.220001 波动价格:-9e-06 初始波动:-0.129999,比率0.0177%
当前时间:11:44:05    当前价格:7.220001 波动价格:0.0 初始波动:-0.129999,比率0.0177%
当前时间:11:44:07    当前价格:7.220000 波动价格:-1e-06 初始波动:-0.13,比率0.0177%
当前时间:11:44:09    当前价格:7.220000 波动价格:0.0 初始波动:-0.13,比率0.0177%
当前时间:11:44:12    当前价格:7.220000 波动价格:0.0 初始波动:-0.13,比率0.0177%
当前时间:11:44:16    当前价格:7.200000 波动价格:-0.02 初始波动:-0.15,比率0.0204%
当前时间:11:44:17    当前价格:7.200000 波动价格:0.0 初始波动:-0.15,比率0.0204%
当前时间:11:44:19    当前价格:7.220000 波动价格:0.02 初始波动:-0.13,比率0.0177%
当前时间:11:44:20    当前价格:7.200000 波动价格:-0.02 初始波动:-0.15,比率0.0204%
当前时间:11:44:24    当前价格:7.200000 波动价格:0.0 初始波动:-0.15,比率0.0204%
当前时间:11:44:26    当前价格:7.200000 波动价格:0.0 初始波动:-0.15,比率0.0204%
当前时间:11:44:27    当前价格:7.200000 波动价格:0.0 初始波动:-0.15,比率0.0204%
当前时间:11:44:28    当前价格:7.220000 波动价格:0.02 初始波动:-0.13,比率0.0177%
当前时间:11:44:29    当前价格:7.220000 波动价格:0.0 初始波动:-0.13,比率0.0177%
当前时间:11:44:30    当前价格:7.200000 波动价格:-0.02 初始波动:-0.15,比率0.0204%
当前时间:11:44:32    当前价格:7.200000 波动价格:0.0 初始波动:-0.15,比率0.0204%
当前时间:11:44:34    当前价格:7.200000 波动价格:0.0 初始波动:-0.15,比率0.0204%
当前时间:11:44:36    当前价格:7.200000 波动价格:0.0 初始波动:-0.15,比率0.0204%
当前时间:11:44:40    当前价格:7.200000 波动价格:0.0 初始波动:-0.15,比率0.0204%
当前时间:11:44:42    当前价格:7.220000 波动价格:0.02 初始波动:-0.13,比率0.0177%
当前时间:11:44:44    当前价格:7.200000 波动价格:-0.02 初始波动:-0.15,比率0.0204%
当前时间:11:44:45    当前价格:7.200000 波动价格:0.0 初始波动:-0.15,比率0.0204%
当前时间:11:44:47    当前价格:7.200000 波动价格:0.0 初始波动:-0.15,比率0.0204%
当前时间:11:44:54    当前价格:7.180000 波动价格:-0.02 初始波动:-0.17,比率0.0231%
当前时间:11:44:57    当前价格:7.200000 波动价格:0.02 初始波动:-0.15,比率0.0204%
当前时间:11:44:58    当前价格:7.180000 波动价格:-0.02 初始波动:-0.17,比率0.0231%
当前时间:11:45:03    当前价格:7.180000 波动价格:0.0 初始波动:-0.17,比率0.0231%
当前时间:11:45:07    当前价格:7.180000 波动价格:0.0 初始波动:-0.17,比率0.0231%
当前时间:11:45:11    当前价格:7.180000 波动价格:0.0 初始波动:-0.17,比率0.0231%
当前时间:11:45:16    当前价格:7.180000 波动价格:0.0 初始波动:-0.17,比率0.0231%
当前时间:11:45:17    当前价格:7.180000 波动价格:0.0 初始波动:-0.17,比率0.0231%
当前时间:11:45:21    当前价格:7.180001 波动价格:1e-06 初始波动:-0.169999,比率0.0231%
当前时间:11:45:22    当前价格:7.180000 波动价格:-1e-06 初始波动:-0.17,比率0.0231%
当前时间:11:45:27    当前价格:7.188888 波动价格:0.008888 初始波动:-0.161112,比率0.0219%
当前时间:11:45:28    当前价格:7.180000 波动价格:-0.008888 初始波动:-0.17,比率0.0231%
当前时间:11:45:31    当前价格:7.180000 波动价格:0.0 初始波动:-0.17,比率0.0231%
当前时间:11:45:35    当前价格:7.180001 波动价格:1e-06 初始波动:-0.169999,比率0.0231%
当前时间:11:45:39    当前价格:7.180001 波动价格:0.0 初始波动:-0.169999,比率0.0231%
当前时间:11:45:45    当前价格:7.180000 波动价格:-1e-06 初始波动:-0.17,比率0.0231%
当前时间:11:45:46    当前价格:7.187550 波动价格:0.00755 初始波动:-0.16245,比率0.0221%
当前时间:11:45:48    当前价格:7.180000 波动价格:-0.00755 初始波动:-0.17,比率0.0231%
当前时间:11:45:52    当前价格:7.180000 波动价格:0.0 初始波动:-0.17,比率0.0231%
当前时间:11:45:55    当前价格:7.180000 波动价格:0.0 初始波动:-0.17,比率0.0231%
当前时间:11:45:57    当前价格:7.180000 波动价格:0.0 初始波动:-0.17,比率0.0231%
当前时间:11:46:00    当前价格:7.180000 波动价格:0.0 初始波动:-0.17,比率0.0231%
当前时间:11:46:02    当前价格:7.180000 波动价格:0.0 初始波动:-0.17,比率0.0231%
当前时间:11:46:05    当前价格:7.180100 波动价格:0.0001 初始波动:-0.1699,比率0.0231%
当前时间:11:46:07    当前价格:7.187321 波动价格:0.007221 初始波动:-0.162679,比率0.0221%
当前时间:11:46:09    当前价格:7.180000 波动价格:-0.007321 初始波动:-0.17,比率0.0231%
当前时间:11:46:16    当前价格:7.187321 波动价格:0.007321 初始波动:-0.162679,比率0.0221%
当前时间:11:46:19    当前价格:7.187321 波动价格:0.0 初始波动:-0.162679,比率0.0221%
当前时间:11:46:22    当前价格:7.180100 波动价格:-0.007221 初始波动:-0.1699,比率0.0231%
当前时间:11:46:26    当前价格:7.180100 波动价格:0.0 初始波动:-0.1699,比率0.0231%
当前时间:11:46:28    当前价格:7.187421 波动价格:0.007321 初始波动:-0.162579,比率0.0221%
当前时间:11:46:35    当前价格:7.187421 波动价格:0.0 初始波动:-0.162579,比率0.0221%
当前时间:11:46:41    当前价格:7.180100 波动价格:-0.007321 初始波动:-0.1699,比率0.0231%
当前时间:11:46:44    当前价格:7.180100 波动价格:0.0 初始波动:-0.1699,比率0.0231%
当前时间:11:46:45    当前价格:7.187321 波动价格:0.007221 初始波动:-0.162679,比率0.0221%
当前时间:11:46:48    当前价格:7.187421 波动价格:0.0001 初始波动:-0.162579,比率0.0221%
当前时间:11:46:49    当前价格:7.180100 波动价格:-0.007321 初始波动:-0.1699,比率0.0231%
当前时间:11:46:51    当前价格:7.180100 波动价格:0.0 初始波动:-0.1699,比率0.0231%
当前时间:11:46:53    当前价格:7.180100 波动价格:0.0 初始波动:-0.1699,比率0.0231%
当前时间:11:47:00    当前价格:7.180001 波动价格:-9.9e-05 初始波动:-0.169999,比率0.0231%
当前时间:11:47:06    当前价格:7.180001 波动价格:0.0 初始波动:-0.169999,比率0.0231%
当前时间:11:47:10    当前价格:7.180001 波动价格:0.0 初始波动:-0.169999,比率0.0231%
当前时间:11:47:14    当前价格:7.180001 波动价格:0.0 初始波动:-0.169999,比率0.0231%
当前时间:11:47:15    当前价格:7.180001 波动价格:0.0 初始波动:-0.169999,比率0.0231%
当前时间:11:47:18    当前价格:7.180001 波动价格:0.0 初始波动:-0.169999,比率0.0231%
当前时间:11:47:19    当前价格:7.180000 波动价格:-1e-06 初始波动:-0.17,比率0.0231%
当前时间:11:47:23    当前价格:7.180000 波动价格:0.0 初始波动:-0.17,比率0.0231%
当前时间:11:47:24    当前价格:7.180000 波动价格:0.0 初始波动:-0.17,比率0.0231%
当前时间:11:47:27    当前价格:7.180100 波动价格:0.0001 初始波动:-0.1699,比率0.0231%
当前时间:11:47:31    当前价格:7.180000 波动价格:-0.0001 初始波动:-0.17,比率0.0231%
当前时间:11:47:34    当前价格:7.180000 波动价格:0.0 初始波动:-0.17,比率0.0231%
当前时间:11:47:35    当前价格:7.180000 波动价格:0.0 初始波动:-0.17,比率0.0231%
当前时间:11:47:38    当前价格:7.180100 波动价格:0.0001 初始波动:-0.1699,比率0.0231%
当前时间:11:47:43    当前价格:7.180000 波动价格:-0.0001 初始波动:-0.17,比率0.0231%
当前时间:11:47:47    当前价格:7.180000 波动价格:0.0 初始波动:-0.17,比率0.0231%
当前时间:11:47:48    当前价格:7.180100 波动价格:0.0001 初始波动:-0.1699,比率0.0231%
当前时间:11:47:52    当前价格:7.180000 波动价格:-0.0001 初始波动:-0.17,比率0.0231%
当前时间:11:47:54    当前价格:7.180000 波动价格:0.0 初始波动:-0.17,比率0.0231%
当前时间:11:47:55    当前价格:7.180000 波动价格:0.0 初始波动:-0.17,比率0.0231%
当前时间:11:47:59    当前价格:7.180000 波动价格:0.0 初始波动:-0.17,比率0.0231%
当前时间:11:48:02    当前价格:7.187421 波动价格:0.007421 初始波动:-0.162579,比率0.0221%
当前时间:11:48:03    当前价格:7.187550 波动价格:0.000129 初始波动:-0.16245,比率0.0221%
当前时间:11:48:06    当前价格:7.180000 波动价格:-0.00755 初始波动:-0.17,比率0.0231%
当前时间:11:48:14    当前价格:7.180100 波动价格:0.0001 初始波动:-0.1699,比率0.0231%
当前时间:11:48:18    当前价格:7.180100 波动价格:0.0 初始波动:-0.1699,比率0.0231%
当前时间:11:48:19    当前价格:7.180100 波动价格:0.0 初始波动:-0.1699,比率0.0231%
当前时间:11:48:20    当前价格:7.180100 波动价格:0.0 初始波动:-0.1699,比率0.0231%
当前时间:11:48:21    当前价格:7.180100 波动价格:0.0 初始波动:-0.1699,比率0.0231%
当前时间:11:48:24    当前价格:7.180100 波动价格:0.0 初始波动:-0.1699,比率0.0231%
当前时间:11:48:26    当前价格:7.180100 波动价格:0.0 初始波动:-0.1699,比率0.0231%
当前时间:11:48:27    当前价格:7.180100 波动价格:0.0 初始波动:-0.1699,比率0.0231%
当前时间:11:48:30    当前价格:7.187550 波动价格:0.00745 初始波动:-0.16245,比率0.0221%
当前时间:11:48:32    当前价格:7.180200 波动价格:-0.00735 初始波动:-0.1698,比率0.0231%
当前时间:11:48:33    当前价格:7.187550 波动价格:0.00735 初始波动:-0.16245,比率0.0221%
当前时间:11:48:34    当前价格:7.180100 波动价格:-0.00745 初始波动:-0.1699,比率0.0231%
当前时间:11:48:37    当前价格:7.180100 波动价格:0.0 初始波动:-0.1699,比率0.0231%
当前时间:11:48:38    当前价格:7.180100 波动价格:0.0 初始波动:-0.1699,比率0.0231%
当前时间:11:48:41    当前价格:7.180100 波动价格:0.0 初始波动:-0.1699,比率0.0231%
当前时间:11:48:44    当前价格:7.180100 波动价格:0.0 初始波动:-0.1699,比率0.0231%
当前时间:11:48:45    当前价格:7.180100 波动价格:0.0 初始波动:-0.1699,比率0.0231%
当前时间:11:48:49    当前价格:7.180100 波动价格:0.0 初始波动:-0.1699,比率0.0231%
当前时间:11:48:52    当前价格:7.180100 波动价格:0.0 初始波动:-0.1699,比率0.0231%
当前时间:11:48:53    当前价格:7.180100 波动价格:0.0 初始波动:-0.1699,比率0.0231%
当前时间:11:48:55    当前价格:7.180100 波动价格:0.0 初始波动:-0.1699,比率0.0231%
当前时间:11:48:56    当前价格:7.180100 波动价格:0.0 初始波动:-0.1699,比率0.0231%
当前时间:11:49:00    当前价格:7.180100 波动价格:0.0 初始波动:-0.1699,比率0.0231%
当前时间:11:49:03    当前价格:7.180010 波动价格:-9e-05 初始波动:-0.16999,比率0.0231%
当前时间:11:49:04    当前价格:7.180010 波动价格:0.0 初始波动:-0.16999,比率0.0231%
当前时间:11:49:06    当前价格:7.180200 波动价格:0.00019 初始波动:-0.1698,比率0.0231%
当前时间:11:49:08    当前价格:7.180200 波动价格:0.0 初始波动:-0.1698,比率0.0231%
当前时间:11:49:11    当前价格:7.180200 波动价格:0.0 初始波动:-0.1698,比率0.0231%
当前时间:11:49:12    当前价格:7.180200 波动价格:0.0 初始波动:-0.1698,比率0.0231%
当前时间:11:49:15    当前价格:7.187540 波动价格:0.00734 初始波动:-0.16246,比率0.0221%
当前时间:11:49:16    当前价格:7.187540 波动价格:0.0 初始波动:-0.16246,比率0.0221%
当前时间:11:49:18    当前价格:7.187540 波动价格:0.0 初始波动:-0.16246,比率0.0221%
当前时间:11:49:19    当前价格:7.187540 波动价格:0.0 初始波动:-0.16246,比率0.0221%
当前时间:11:49:21    当前价格:7.187540 波动价格:0.0 初始波动:-0.16246,比率0.0221%
当前时间:11:49:25    当前价格:7.181000 波动价格:-0.00654 初始波动:-0.169,比率0.023%
当前时间:11:49:26    当前价格:7.187550 波动价格:0.00655 初始波动:-0.16245,比率0.0221%
当前时间:11:49:28    当前价格:7.190000 波动价格:0.00245 初始波动:-0.16,比率0.0218%
当前时间:11:49:29    当前价格:7.180200 波动价格:-0.0098 初始波动:-0.1698,比率0.0231%
当前时间:11:49:32    当前价格:7.180200 波动价格:0.0 初始波动:-0.1698,比率0.0231%
当前时间:11:49:33    当前价格:7.180010 波动价格:-0.00019 初始波动:-0.16999,比率0.0231%
当前时间:11:49:36    当前价格:7.180100 波动价格:9e-05 初始波动:-0.1699,比率0.0231%
当前时间:11:49:37    当前价格:7.180100 波动价格:0.0 初始波动:-0.1699,比率0.0231%
当前时间:11:49:38    当前价格:7.180100 波动价格:0.0 初始波动:-0.1699,比率0.0231%
当前时间:11:49:41    当前价格:7.180100 波动价格:0.0 初始波动:-0.1699,比率0.0231%
当前时间:11:49:43    当前价格:7.180100 波动价格:0.0 初始波动:-0.1699,比率0.0231%
当前时间:11:49:44    当前价格:7.180100 波动价格:0.0 初始波动:-0.1699,比率0.0231%
当前时间:11:49:45    当前价格:7.180010 波动价格:-9e-05 初始波动:-0.16999,比率0.0231%
当前时间:11:49:49    当前价格:7.180010 波动价格:0.0 初始波动:-0.16999,比率0.0231%
当前时间:11:49:50    当前价格:7.180010 波动价格:0.0 初始波动:-0.16999,比率0.0231%
当前时间:11:49:55    当前价格:7.180200 波动价格:0.00019 初始波动:-0.1698,比率0.0231%
当前时间:11:49:59    当前价格:7.180200 波动价格:0.0 初始波动:-0.1698,比率0.0231%
当前时间:11:50:05    当前价格:7.180100 波动价格:-0.0001 初始波动:-0.1699,比率0.0231%
当前时间:11:50:09    当前价格:7.180010 波动价格:-9e-05 初始波动:-0.16999,比率0.0231%
当前时间:11:50:13    当前价格:7.180200 波动价格:0.00019 初始波动:-0.1698,比率0.0231%
当前时间:11:50:19    当前价格:7.180300 波动价格:0.0001 初始波动:-0.1697,比率0.0231%
当前时间:11:50:31    当前价格:7.187540 波动价格:0.00724 初始波动:-0.16246,比率0.0221%
当前时间:11:50:43    当前价格:7.181000 波动价格:-0.00654 初始波动:-0.169,比率0.023%
当前时间:11:50:45    当前价格:7.181000 波动价格:0.0 初始波动:-0.169,比率0.023%
当前时间:11:50:49    当前价格:7.180010 波动价格:-0.00099 初始波动:-0.16999,比率0.0231%
当前时间:11:50:52    当前价格:7.180010 波动价格:0.0 初始波动:-0.16999,比率0.0231%
当前时间:11:50:55    当前价格:7.181020 波动价格:0.00101 初始波动:-0.16898,比率0.023%
当前时间:11:50:56    当前价格:7.180010 波动价格:-0.00101 初始波动:-0.16999,比率0.0231%
当前时间:11:50:58    当前价格:7.180000 波动价格:-1e-05 初始波动:-0.17,比率0.0231%
当前时间:11:50:59    当前价格:7.180000 波动价格:0.0 初始波动:-0.17,比率0.0231%
当前时间:11:51:02    当前价格:7.180000 波动价格:0.0 初始波动:-0.17,比率0.0231%
当前时间:11:51:03    当前价格:7.180000 波动价格:0.0 初始波动:-0.17,比率0.0231%
当前时间:11:51:05    当前价格:7.180000 波动价格:0.0 初始波动:-0.17,比率0.0231%
当前时间:11:51:06    当前价格:7.166666 波动价格:-0.013334 初始波动:-0.183334,比率0.0249%
当前时间:11:51:07    当前价格:7.180000 波动价格:0.013334 初始波动:-0.17,比率0.0231%
当前时间:11:51:09    当前价格:7.150000 波动价格:-0.03 初始波动:-0.2,比率0.0272%
当前时间:11:51:10    当前价格:7.150000 波动价格:0.0 初始波动:-0.2,比率0.0272%
当前时间:11:51:11    当前价格:7.180000 波动价格:0.03 初始波动:-0.17,比率0.0231%
当前时间:11:51:12    当前价格:7.131001 波动价格:-0.048999 初始波动:-0.218999,比率0.0298%
当前时间:11:51:14    当前价格:7.131001 波动价格:0.0 初始波动:-0.218999,比率0.0298%
当前时间:11:51:16    当前价格:7.122222 波动价格:-0.008779 初始波动:-0.227778,比率0.031%
当前时间:11:51:17    当前价格:7.122222 波动价格:0.0 初始波动:-0.227778,比率0.031%
当前时间:11:51:19    当前价格:7.122222 波动价格:0.0 初始波动:-0.227778,比率0.031%
当前时间:11:51:20    当前价格:7.110010 波动价格:-0.012212 初始波动:-0.23999,比率0.0327%
当前时间:11:51:21    当前价格:7.100000 波动价格:-0.01001 初始波动:-0.25,比率0.034%
当前时间:11:51:24    当前价格:7.100000 波动价格:0.0 初始波动:-0.25,比率0.034%
当前时间:11:51:27    当前价格:7.010000 波动价格:-0.09 初始波动:-0.34,比率0.0463%
当前时间:11:51:28    当前价格:7.010000 波动价格:0.0 初始波动:-0.34,比率0.0463%
当前时间:11:51:32    当前价格:7.001200 波动价格:-0.0088 初始波动:-0.3488,比率0.0475%
当前时间:11:51:33    当前价格:7.001000 波动价格:-0.0002 初始波动:-0.349,比率0.0475%
当前时间:11:51:34    当前价格:7.100000 波动价格:0.099 初始波动:-0.25,比率0.034%
当前时间:11:51:35    当前价格:7.000000 波动价格:-0.1 初始波动:-0.35,比率0.0476%
当前时间:11:51:37    当前价格:7.000000 波动价格:0.0 初始波动:-0.35,比率0.0476%
当前时间:11:51:38    当前价格:7.001200 波动价格:0.0012 初始波动:-0.3488,比率0.0475%
当前时间:11:51:40    当前价格:7.000000 波动价格:-0.0012 初始波动:-0.35,比率0.0476%
当前时间:11:51:42    当前价格:7.000000 波动价格:0.0 初始波动:-0.35,比率0.0476%
当前时间:11:51:43    当前价格:7.000000 波动价格:0.0 初始波动:-0.35,比率0.0476%
当前时间:11:51:44    当前价格:7.000000 波动价格:0.0 初始波动:-0.35,比率0.0476%
当前时间:11:51:45    当前价格:7.000000 波动价格:0.0 初始波动:-0.35,比率0.0476%
当前时间:11:51:46    当前价格:7.000000 波动价格:0.0 初始波动:-0.35,比率0.0476%
当前时间:11:51:47    当前价格:7.000000 波动价格:0.0 初始波动:-0.35,比率0.0476%
当前时间:11:51:48    当前价格:7.000000 波动价格:0.0 初始波动:-0.35,比率0.0476%
当前时间:11:51:49    当前价格:7.000000 波动价格:0.0 初始波动:-0.35,比率0.0476%
当前时间:11:51:51    当前价格:7.000000 波动价格:0.0 初始波动:-0.35,比率0.0476%
当前时间:11:51:52    当前价格:7.000000 波动价格:0.0 初始波动:-0.35,比率0.0476%
当前时间:11:51:54    当前价格:7.000000 波动价格:0.0 初始波动:-0.35,比率0.0476%
当前时间:11:51:56    当前价格:7.000000 波动价格:0.0 初始波动:-0.35,比率0.0476%
当前时间:11:51:57    当前价格:7.000000 波动价格:0.0 初始波动:-0.35,比率0.0476%
当前时间:11:52:00    当前价格:7.000000 波动价格:0.0 初始波动:-0.35,比率0.0476%
当前时间:11:52:01    当前价格:6.950000 波动价格:-0.05 初始波动:-0.4,比率0.0544%
当前时间:11:52:03    当前价格:7.000000 波动价格:0.05 初始波动:-0.35,比率0.0476%
当前时间:11:52:05    当前价格:7.000000 波动价格:0.0 初始波动:-0.35,比率0.0476%
当前时间:11:52:06    当前价格:6.990000 波动价格:-0.01 初始波动:-0.36,比率0.049%
当前时间:11:52:08    当前价格:6.990000 波动价格:0.0 初始波动:-0.36,比率0.049%
当前时间:11:52:09    当前价格:7.000000 波动价格:0.01 初始波动:-0.35,比率0.0476%
当前时间:11:52:11    当前价格:7.000000 波动价格:0.0 初始波动:-0.35,比率0.0476%
当前时间:11:52:12    当前价格:6.930000 波动价格:-0.07 初始波动:-0.42,比率0.0571%
当前时间:11:52:13    当前价格:6.990000 波动价格:0.06 初始波动:-0.36,比率0.049%
当前时间:11:52:17    当前价格:6.990000 波动价格:0.0 初始波动:-0.36,比率0.049%
当前时间:11:52:20    当前价格:6.950000 波动价格:-0.04 初始波动:-0.4,比率0.0544%
当前时间:11:52:23    当前价格:6.990000 波动价格:0.04 初始波动:-0.36,比率0.049%
当前时间:11:52:25    当前价格:6.990000 波动价格:0.0 初始波动:-0.36,比率0.049%
当前时间:11:52:26    当前价格:6.970000 波动价格:-0.02 初始波动:-0.38,比率0.0517%
当前时间:11:52:31    当前价格:6.970000 波动价格:0.0 初始波动:-0.38,比率0.0517%
当前时间:11:52:32    当前价格:6.950000 波动价格:-0.02 初始波动:-0.4,比率0.0544%
当前时间:11:52:35    当前价格:6.970000 波动价格:0.02 初始波动:-0.38,比率0.0517%
当前时间:11:52:36    当前价格:6.970000 波动价格:0.0 初始波动:-0.38,比率0.0517%
当前时间:11:52:37    当前价格:6.950000 波动价格:-0.02 初始波动:-0.4,比率0.0544%
当前时间:11:52:39    当前价格:6.950000 波动价格:0.0 初始波动:-0.4,比率0.0544%
当前时间:11:52:40    当前价格:6.960000 波动价格:0.01 初始波动:-0.39,比率0.0531%
当前时间:11:52:41    当前价格:6.970000 波动价格:0.01 初始波动:-0.38,比率0.0517%
当前时间:11:52:42    当前价格:6.990000 波动价格:0.02 初始波动:-0.36,比率0.049%
当前时间:11:52:50    当前价格:6.990000 波动价格:0.0 初始波动:-0.36,比率0.049%
当前时间:11:52:54    当前价格:6.990000 波动价格:0.0 初始波动:-0.36,比率0.049%
当前时间:11:52:58    当前价格:7.000000 波动价格:0.01 初始波动:-0.35,比率0.0476%
当前时间:11:52:59    当前价格:7.000000 波动价格:0.0 初始波动:-0.35,比率0.0476%
当前时间:11:53:03    当前价格:7.000000 波动价格:0.0 初始波动:-0.35,比率0.0476%
当前时间:11:53:04    当前价格:7.000000 波动价格:0.0 初始波动:-0.35,比率0.0476%
当前时间:11:53:08    当前价格:7.001200 波动价格:0.0012 初始波动:-0.3488,比率0.0475%
当前时间:11:53:10    当前价格:7.001200 波动价格:0.0 初始波动:-0.3488,比率0.0475%
当前时间:11:53:11    当前价格:7.001200 波动价格:0.0 初始波动:-0.3488,比率0.0475%
当前时间:11:53:13    当前价格:7.100000 波动价格:0.0988 初始波动:-0.25,比率0.034%
当前时间:11:53:15    当前价格:7.010000 波动价格:-0.09 初始波动:-0.34,比率0.0463%
当前时间:11:53:17    当前价格:7.100000 波动价格:0.09 初始波动:-0.25,比率0.034%
当前时间:11:53:19    当前价格:7.100000 波动价格:0.0 初始波动:-0.25,比率0.034%
当前时间:11:53:21    当前价格:7.100000 波动价格:0.0 初始波动:-0.25,比率0.034%
当前时间:11:53:22    当前价格:7.100000 波动价格:0.0 初始波动:-0.25,比率0.034%
当前时间:11:53:24    当前价格:7.099000 波动价格:-0.001 初始波动:-0.251,比率0.0341%
当前时间:11:53:25    当前价格:7.001200 波动价格:-0.0978 初始波动:-0.3488,比率0.0475%
当前时间:11:53:26    当前价格:7.099000 波动价格:0.0978 初始波动:-0.251,比率0.0341%
当前时间:11:53:27    当前价格:7.099000 波动价格:0.0 初始波动:-0.251,比率0.0341%
当前时间:11:53:28    当前价格:7.010000 波动价格:-0.089 初始波动:-0.34,比率0.0463%
当前时间:11:53:32    当前价格:7.001200 波动价格:-0.0088 初始波动:-0.3488,比率0.0475%
当前时间:11:53:34    当前价格:7.098880 波动价格:0.09768 初始波动:-0.25112,比率0.0342%
当前时间:11:53:35    当前价格:7.001200 波动价格:-0.09768 初始波动:-0.3488,比率0.0475%
当前时间:11:53:36    当前价格:7.001200 波动价格:0.0 初始波动:-0.3488,比率0.0475%
当前时间:11:53:40    当前价格:7.001200 波动价格:0.0 初始波动:-0.3488,比率0.0475%
当前时间:11:53:41    当前价格:7.001200 波动价格:0.0 初始波动:-0.3488,比率0.0475%
当前时间:11:53:43    当前价格:7.010000 波动价格:0.0088 初始波动:-0.34,比率0.0463%
当前时间:11:53:44    当前价格:7.090000 波动价格:0.08 初始波动:-0.26,比率0.0354%
当前时间:11:53:46    当前价格:7.001200 波动价格:-0.0888 初始波动:-0.3488,比率0.0475%
当前时间:11:53:47    当前价格:7.001200 波动价格:0.0 初始波动:-0.3488,比率0.0475%
当前时间:11:53:48    当前价格:7.001200 波动价格:0.0 初始波动:-0.3488,比率0.0475%
当前时间:11:53:50    当前价格:7.010000 波动价格:0.0088 初始波动:-0.34,比率0.0463%
当前时间:11:53:51    当前价格:7.011000 波动价格:0.001 初始波动:-0.339,比率0.0461%
当前时间:11:53:52    当前价格:7.030000 波动价格:0.019 初始波动:-0.32,比率0.0435%
当前时间:11:53:55    当前价格:7.030000 波动价格:0.0 初始波动:-0.32,比率0.0435%
当前时间:11:53:56    当前价格:7.030000 波动价格:0.0 初始波动:-0.32,比率0.0435%
当前时间:11:53:57    当前价格:7.030000 波动价格:0.0 初始波动:-0.32,比率0.0435%
当前时间:11:53:59    当前价格:7.010000 波动价格:-0.02 初始波动:-0.34,比率0.0463%
当前时间:11:54:00    当前价格:7.020000 波动价格:0.01 初始波动:-0.33,比率0.0449%
当前时间:11:54:01    当前价格:7.020000 波动价格:0.0 初始波动:-0.33,比率0.0449%
当前时间:11:54:04    当前价格:7.020000 波动价格:0.0 初始波动:-0.33,比率0.0449%
当前时间:11:54:05    当前价格:7.010000 波动价格:-0.01 初始波动:-0.34,比率0.0463%
当前时间:11:54:06    当前价格:7.001200 波动价格:-0.0088 初始波动:-0.3488,比率0.0475%
当前时间:11:54:07    当前价格:7.020000 波动价格:0.0188 初始波动:-0.33,比率0.0449%
当前时间:11:54:08    当前价格:7.001200 波动价格:-0.0188 初始波动:-0.3488,比率0.0475%
当前时间:11:54:09    当前价格:7.001200 波动价格:0.0 初始波动:-0.3488,比率0.0475%
当前时间:11:54:10    当前价格:7.000000 波动价格:-0.0012 初始波动:-0.35,比率0.0476%
当前时间:11:54:13    当前价格:7.000000 波动价格:0.0 初始波动:-0.35,比率0.0476%
当前时间:11:54:14    当前价格:7.000000 波动价格:0.0 初始波动:-0.35,比率0.0476%
当前时间:11:54:16    当前价格:7.000000 波动价格:0.0 初始波动:-0.35,比率0.0476%
当前时间:11:54:18    当前价格:7.000000 波动价格:0.0 初始波动:-0.35,比率0.0476%
当前时间:11:54:20    当前价格:6.990000 波动价格:-0.01 初始波动:-0.36,比率0.049%
当前时间:11:54:21    当前价格:6.990000 波动价格:0.0 初始波动:-0.36,比率0.049%
当前时间:11:54:23    当前价格:6.990000 波动价格:0.0 初始波动:-0.36,比率0.049%
当前时间:11:54:24    当前价格:6.990000 波动价格:0.0 初始波动:-0.36,比率0.049%
当前时间:11:54:25    当前价格:7.000000 波动价格:0.01 初始波动:-0.35,比率0.0476%
当前时间:11:54:28    当前价格:6.990000 波动价格:-0.01 初始波动:-0.36,比率0.049%
当前时间:11:54:30    当前价格:6.980000 波动价格:-0.01 初始波动:-0.37,比率0.0503%
当前时间:11:54:31    当前价格:6.990000 波动价格:0.01 初始波动:-0.36,比率0.049%
当前时间:11:54:32    当前价格:6.990000 波动价格:0.0 初始波动:-0.36,比率0.049%
当前时间:11:54:34    当前价格:6.990000 波动价格:0.0 初始波动:-0.36,比率0.049%
当前时间:11:54:36    当前价格:6.990000 波动价格:0.0 初始波动:-0.36,比率0.049%
当前时间:11:54:37    当前价格:6.990000 波动价格:0.0 初始波动:-0.36,比率0.049%
当前时间:11:54:39    当前价格:6.930000 波动价格:-0.06 初始波动:-0.42,比率0.0571%
当前时间:11:54:42    当前价格:6.980000 波动价格:0.05 初始波动:-0.37,比率0.0503%
当前时间:11:54:52    当前价格:6.999999 波动价格:0.019999 初始波动:-0.350001,比率0.0476%
当前时间:11:54:57    当前价格:6.999999 波动价格:0.0 初始波动:-0.350001,比率0.0476%
当前时间:11:54:59    当前价格:6.999999 波动价格:0.0 初始波动:-0.350001,比率0.0476%
当前时间:11:55:02    当前价格:7.000000 波动价格:1e-06 初始波动:-0.35,比率0.0476%
当前时间:11:55:03    当前价格:7.000000 波动价格:0.0 初始波动:-0.35,比率0.0476%
